Regulator Name	Regulator Type	Regulator Subtype	Regulator HGNC Symbol	Regulator Database	Regulator ID	Regulator Compartment	Regulator Compartment ID	Regulated Name	Regulated Type	Regulated Subtype	Regulated HGNC Symbol	Regulated Database	Regulated ID	Regulated Compartment	Regulated Compartment ID	Sign	Connection Type	Mechanism	Site	Cell Line	Cell Type	Tissue Type	Organism	Score	Source	Statements	Paper IDs	
IL-2	Protein				P60568			IL-10	Protein			uniprot	P22301			positive	I	NONE			cl:CL:0000084					As controls IL-2 increased IL-10 secretion by CD28 ζ CAR modified T cells whereas IL-2 did not induce IL-10 in non modified T cells without ζ stimulation .	PMC3382912	
IL-10R	Protein				Q13651			IL-10	Protein			uniprot	P22301			negative	I	NONE					uberon:UBERON:0002107			Interestingly , IL-10R blockade prior to adoptive transfer leads to similar results , indicating a direct mechanistic effect of IL-10 on the CAR-T cells ( figure 6E – G ) .	PMC9872249	
IL-10R	Protein				Q13651			IL-10	Protein			uniprot	P22301			negative	I	NONE					uberon:UBERON:0002107			Interestingly , IL-10R blockade prior to adoptive transfer leads to similar results , indicating a direct mechanistic effect of IL-10 on the CAR-T cells ( figure 6E – G ) .	PMC9872249	
TIGIT	Protein				Q495A1			IL-10	Protein			uniprot	P22301			positive	I	Secretion								TIGIT also enhances the secretion of IL-10 and reduces the secretion of IFN γ and tumor necrosis factor α ( TNF α ) via c-Maf nuclear translocation , which switches macrophages from M1 to anti-inflammatory M2 phenotype ( 41 ) .	PMC9807865	
MCL	Protein				Q8WXI8			IL-10	Protein			uniprot	P22301			positive	I	NONE		cellosaurus:CVCL_1905 ++++ cellosaurus:CVCL_M543	cl:CL:0000890 ++++ cl:CL:0000576		uberon:UBERON:0001977			Primary MCL cells produce CSF1R and IL-10 .	PMC8750340	
TP53	Protein				P04637			Li	Protein			uniprot	P22735			positive	I	NONE			cl:CL:0000084		uberon:UBERON:0000310 ++++ uberon:UBERON:0002367 ++++ uberon:UBERON:0002048 ++++ uberon:UBERON:0000014			Li-Fraumeni syndrome ( LFS ) is a prototypical cancer predisposition syndrome caused by germline TP53 gene mutations and was first described in 1969 by Drs Frederick Li and Joseph Fraumeni.1 – 4 Patients with LFS have a predisposition to multiorgan tumorigenesis and are at increased risk of cancer related morbidity .	PMC7213909	
CD28	Protein				P10747			GATA3	Protein			uniprot	P23771			positive	I	Transcription			cl:CL:0000813 ++++ cl:CL:0000911					Endogenous CD28 , as a member of the CD28 family , is known to induce signals via PI3K , NF-κ B , Akt , Erk , and NFAT to regulate expression of T-bet , Eomes , and GATA3 ( 19 ) .	PMC7318076	
CAR	Protein				P36575			CXCR1	Protein			uniprot	P25024			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0000236 ++++ cl:CL:0001063					For example , several pre-clinical studies demonstrated that CAR T cells overexpressing CXCR1 , CXCR2 , CXCR4 , CCR2b , and CCR4 , enhanced trafficking and improved antitumor efficacy .	PMC8865283	
CAR	Protein				P36575			CXCR2	Protein			uniprot	P25025			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0000236 ++++ cl:CL:0001063					For example , several pre-clinical studies demonstrated that CAR T cells overexpressing CXCR1 , CXCR2 , CXCR4 , CCR2b , and CCR4 , enhanced trafficking and improved antitumor efficacy .	PMC8865283	
IL-10	Protein				P22301			APC	Protein			uniprot	P25054			negative	I	NONE			cl:CL:0000084 ++++ cl:CL:0000235 ++++ cl:CL:0000576		uberon:UBERON:0002107			18 In the context of liver mediated tolerance ,19 we hypothesised that IL-10 might also inhibit APC and T-cell function in the liver TME .	PMC9872249	
VEGFR2	Protein				P35968			APC	Protein			uniprot	P25054			positive	I	NONE			cl:CL:0000084					T express CTLA-4 , PD-1 , inducible T-cell costimulator ( ICOS ) , glucocorticoid induced TNFR related protein ( GITR ) , tumor necrosis factor receptor 4 ( OX40 ) , vascular endothelial growth factor receptor-2 ( VEGFR2 ) , chemokine receptor 4 ( CCR4 ) and CCR8 receptors , which can mediate tumor immunosuppression ( 128 ) ; and participate in co-stimulatory receptors on the surface of APCs to modulate APC activity , leading to weaken or abrogated signals from APC to naive / effector cells .	PMC9549957	
MMP1	Protein				P03956			PAR1	Protein			uniprot	P25116			negative	I	NONE		cellosaurus:CVCL_0428	cl:CL:0001064					Furthermore , the targeted elimination of PAR1 expressing tumors reduced matrix metalloproteinase 1 ( MMP1 ) levels , suggesting that the blocking of the PAR1 / MMP1 pathway constitutes a new therapeutic option for PDAC treatment .	PMC10478223	
MMP1	Protein				P03956			PAR1	Protein			uniprot	P25116			positive	I	NONE			cl:CL:0001063 ++++ cl:CL:0000815 ++++ cl:CL:0001064 ++++ cl:CL:0000084					MMP1 mediated PAR1 activates transcription factor nuclear factor ( NF )-κ B , which is known to promote PDAC cell invasion and angiogenesis [ 6 , 60 , 61 ] .	PMC10478223	
AFP	Protein				P02771			Fas	Protein			uniprot	P25445			positive	I	NONE					uberon:UBERON:0001977			A study showed that AFP stimulated the progression of HCC by inhibiting human antigen R ( HuR )-mediated Fas / FADD ( Fas associating protein with a novel death domain ) apoptotic pathway ( Chen et al ., 2020 ) .	PMC8296838	
caspase-8	Protein				Q14790			Fas	Protein			uniprot	P25445			positive	I	NONE			cl:CL:0001065 ++++ cl:CL:0000623					In a recent study , Chen showed that pancreatic cancer cells cocultured with DNTs highly expressed Fas , caspase-8 and cleaved caspase-8 , which are necessary in the Fas / FasL signalling pathway [ 56 ] .	PMC8919567	
caspase-8	Protein				Q14790			Fas	Protein			uniprot	P25445			positive	I	NONE			cl:CL:0001065 ++++ cl:CL:0000623					In a recent study , Chen showed that pancreatic cancer cells cocultured with DNTs highly expressed Fas , caspase-8 and cleaved caspase-8 , which are necessary in the Fas / FasL signalling pathway [ 56 ] .	PMC8919567	
TACI	Protein				O14836			CD40	Protein			uniprot	P25942			positive	I	NONE			cl:CL:0000786 ++++ cl:CL:0000980 ++++ cl:CL:0000236					When murine B cells were cultured with agonistic anti-CD40 antibody and IL-4 , the concurrent engagement of their TACI receptor with anti-TACI antibody significantly led to an increase in the fraction of CD138 cells , suggesting that TACI mediated signaling promotes CD40 stimulated B cells to differentiate into plasmablasts [ 42 ] .	PMC7226350	
NIK	Protein				O95819			CD40	Protein			uniprot	P25942			positive	I	NONE					uberon:UBERON:2001058			TRAF2 and TRAF3 with CD40 cause NIK accumulation and consequently activate the alternative NF-κ B pathway [ 103 ] .	PMC8832753	
APCs	Protein				P02743			CD40	Protein			uniprot	P25942			positive	I	NONE			cl:CL:0001063 ++++ cl:CL:0000084					Specifically , chemotherapy when given prior to anti-CD40 is thought to elicit an immunogenic form of tumor cell death and the release of tumor antigens for presentation by APCs , which , when subsequently activated via CD40 , prime tumor specific T cells ( 2 ) .	PMC8410039	
APCs	Protein				P02743	Other	sl-0111	CD40	Protein			uniprot	P25942	Other	sl-0111	positive	D	Transcription			cl:CL:0000084 ++++ cl:CL:0001063					In this regard , CD40 is a member of the TNF receptor superfamily and is expressed by APCs , including DCs .	PMC8410039	
CD40L	Protein				P29965	Other	sl-0185 ++++ uniprot:sl-0191	CD40	Protein			uniprot	P25942	Other	sl-0185 ++++ uniprot:sl-0191	positive	I	NONE								Similarly , CD40 activated by CD40L in the nonclassical pathway activates the IKK complex through MAP3K14 , and the activated IKK complex promotes the conversion of p100 to p52 , which in turn promotes the formation of the NF κ B factor ( p52 / RelB ) .	PMC9841868	
CD40L	Protein				P29965			CD40	Protein			uniprot	P25942			positive	I	NONE			cl:CL:0000236 ++++ cl:CL:0001063 ++++ cl:CL:0000738 ++++ cl:CL:0000451 ++++ cl:CL:0000084 ++++ cl:CL:0000576		uberon:UBERON:0000029			Further , CD40L modified T cells augmented the immunogenicity of CD40 + tumor cells by the upregulated surface expression of costimulatory molecules ( CD80 and CD86 ) , adhesion molecules ( CD54 , CD58 , and CD70 ) , human leukocyte antigen ( HLA ) molecules ( Class I and HLA-DR ) , and the Fas-death receptor ( CD95 ) .	PMC4395796	
CD40L	Protein				P29965	Other	sl-0185 ++++ uniprot:sl-0191	CD40	Protein			uniprot	P25942	Other	sl-0185 ++++ uniprot:sl-0191	positive	I	NONE								Similarly , CD40 activated by CD40L in the nonclassical pathway activates the IKK complex through MAP3K14 , and the activated IKK complex promotes the conversion of p100 to p52 , which in turn promotes the formation of the NF κ B factor ( p52 / RelB ) .	PMC9841868	
CD40L	Protein				P29965			CD40	Protein			uniprot	P25942			positive	I	NONE			cl:CL:0000236 ++++ cl:CL:0001063 ++++ cl:CL:0000738 ++++ cl:CL:0000451 ++++ cl:CL:0000084 ++++ cl:CL:0000576		uberon:UBERON:0000029			Further , CD40L modified T cells augmented the immunogenicity of CD40 + tumor cells by the upregulated surface expression of costimulatory molecules ( CD80 and CD86 ) , adhesion molecules ( CD54 , CD58 , and CD70 ) , human leukocyte antigen ( HLA ) molecules ( Class I and HLA-DR ) , and the Fas-death receptor ( CD95 ) .	PMC4395796	
CCR2	Protein				P41597			CD40	Protein			uniprot	P25942			positive	I	NONE			cl:CL:0000576 ++++ cl:CL:0000235 ++++ cl:CL:0000860					However , we have also shown that CCR2 inhibition can impair the capacity of a CD40 agonist to improve the efficacy of chemotherapy in mouse models of PDA ( 23 ) .	PMC8021099	
MAP3K14	Protein				Q99558			CD40	Protein			uniprot	P25942			positive	I	NONE								As mentioned above , MAP3K14 ( NF κ B inducing kinase , NIK ) activates the IKK complex after receiving CD40 signals and promotes the formation of the NF κ B factor ( p52 / RelB ) .	PMC9841868	
MAP3K14	Protein				Q99558			CD40	Protein			uniprot	P25942			positive	I	NONE								As mentioned above , MAP3K14 ( NF κ B inducing kinase , NIK ) activates the IKK complex after receiving CD40 signals and promotes the formation of the NF κ B factor ( p52 / RelB ) .	PMC9841868	
CART	Protein				Q16568			NKG2A	Protein			uniprot	P26715			positive	I	NONE			cl:CL:0000235 ++++ cl:CL:0001063 ++++ cl:CL:0000623 ++++ cl:CL:0000084 ++++ cl:CL:0000763					Thus , with all the limitations of the murine xenograft model , CART can upregulate NKG2A upon antigen encounters .	PMC8227123	
Gal-9	Protein				O00182			NKG2D	Protein			uniprot	P26718			positive	I	NONE		cellosaurus:CVCL_3755			uberon:UBERON:0001977			Moreover , 100 nM Gal-9 induced a slight elevation of both NKG2D and CD69 MFI values , but they did not reach statistical significance compared to the untreated cells , respectively .	PMC8391477	
killer	Protein				O14763			NKG2D	Protein			uniprot	P26718			negative	I	NONE			cl:CL:0000084 ++++ cl:CL:0001063					Natural killer group 2D ( NKG2D ) receptor recognizes specific ligands over tumor cells and promotes T cell activation to eliminate NKG2D ligand expressing cells [ 68 ] .	PMC5767051	
killer	Protein				O14763			NKG2D	Protein			uniprot	P26718			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0001063					Natural killer group 2D ( NKG2D ) receptor recognizes specific ligands over tumor cells and promotes T cell activation to eliminate NKG2D ligand expressing cells [ 68 ] .	PMC5767051	
NKG2D	Protein				P26718			killer	Protein			uniprot	O14763			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0001063 ++++ cl:CL:0000623					14 NK cells express several activating receptors on their surface such as natural killer group 2 member D ( NKG2D ) , activating killer immunoglobulin ‐ like receptors ( KIR ) , NKp80 , CD94 / natural killer group 2 member C ( NKG2C ) , DNAX accessory molecule ‐ 1 ( DNAM ‐ 1 ) and natural cytotoxicity receptors ( NCR ) .	PMC7341825	
CSE	Protein				P11166			NKG2D	Protein			uniprot	P26718			negative	I	Transcription			cl:CL:0001063 ++++ cl:CL:0000623 ++++ cl:CL:0000738					Interestingly , CBS and CSE silencing induced the expression of the NKG2D ligands , MICA and ULBP2 , in the MDA-MD-231 TNBC cell line .	PMC7728592	
IL7	Protein				P13232	Other	sl-0487	NKG2D	Protein			uniprot	P26718	Other	sl-0487	positive	I	Transcription		cellosaurus:CVCL_1865	cl:CL:0000084 ++++ cl:CL:0001064					The expression of DNAM-1 and NKG2D is indirectly supported by common γ-chain cytokines ( IL2 , IL7 , IL15 ) on activated T cells and CAR T cells ( Figure 7a ) [ 15 ] .	PMC9599140	
IL-7	Protein				P13232			NKG2D	Protein			uniprot	P26718			positive	I	NONE			cl:CL:0000084 ++++ mesh:D018414		uberon:UBERON:0001130			In conclusion , these findings demonstrated that NKG2D is a promising option for CAR T-cell therapy on prostate cancer , and IL-7 has enhanced effect on NKG2D based CAR T-cell immunotherapy , providing a novel adoptive cell therapy for prostate cancer either alone or in combination with IL-7 .	PMC7409228	
CD56	Protein				P13591			NKG2D	Protein			uniprot	P26718			negative	I	NONE		cellosaurus:CVCL_0004						As expected , CD3+ CD56 − cells mediated minimal cytotoxicity against K562 or P815 cells led to minor to no change in lysis upon either blocking or redirecting NKG2D receptor , while CD3+ CD56+ cells displayed robust cytotoxic capacity against both cell lines ( Figures 5A , B , left bar graph , respectively ) .	PMC8529192	
NKG2D	Protein				P26718			CD56	Protein			uniprot	P13591			positive	I	NONE		cellosaurus:CVCL_0004						These results are consistent with those from Figure 4C showing that NKG2D stimulation led to LFA-1 activation on both CD3+ CD56+ and CD3+ CD56 − cells .	PMC8529192	
CD22	Protein				P20273			NKG2D	Protein			uniprot	P26718			positive	I	NONE		cellosaurus:CVCL_0092						NKG2D and ICAM did have some effect on bryostatin induced killing by CD22 CAR-T .	PMC8864095	
CD73	Protein				P21589			NKG2D	Protein			uniprot	P26718			negative	I	NONE			cl:CL:0000623					Specifically , blockade of the immune checkpoint CD73 enhanced the cytotoxicity of NKG2D targeting CAR-NK-92 cells in CD73 human lung cancer xenograft models ( 128 ) .	PMC8887605	
IL15	Protein				P40933	Other	sl-0487	NKG2D	Protein			uniprot	P26718	Other	sl-0487	positive	I	Transcription		cellosaurus:CVCL_1865	cl:CL:0000084 ++++ cl:CL:0001064					The expression of DNAM-1 and NKG2D is indirectly supported by common γ-chain cytokines ( IL2 , IL7 , IL15 ) on activated T cells and CAR T cells ( Figure 7a ) [ 15 ] .	PMC9599140	
IL-15	Protein				P40933			NKG2D	Protein			uniprot	P26718			positive	I	Transcription			cl:CL:0000084 ++++ cl:CL:0000623 ++++ cl:CL:0001064					Importantly , IL-15 enhanced expression of cell-surface markers NKG2D , NKp30 and induced expression of NKp44 on DNTs ( Fig. 7a ) . ++++ Studies have reported that IL-15 can up-regulate NKG2D , DNAM-1 and TRAIL expression in NK cells and enhance their cytolysis against various tumors [ 40 ] .	PMC6343266	
IL2	Protein				P60568	Other	sl-0487	NKG2D	Protein			uniprot	P26718	Other	sl-0487	positive	I	Transcription		cellosaurus:CVCL_1865	cl:CL:0000084 ++++ cl:CL:0001064					The expression of DNAM-1 and NKG2D is indirectly supported by common γ-chain cytokines ( IL2 , IL7 , IL15 ) on activated T cells and CAR T cells ( Figure 7a ) [ 15 ] .	PMC9599140	
NKG2D	Protein				P26718			2B4	Protein			uniprot	Q9BZW8			positive	I	NONE			cl:CL:0000623 ++++ cl:CL:0000084					A complete understanding of the interaction between these molecules is warranted , as aforementioned , NKG2D produces strong synergy with 2B4 in NK cells and costimulatory signals with the TCR – CD3 complex in T cells , providing the opportunity to enhance the CD3 ζ-based chimeric antigen receptor ( CAR ) construct for NK or T cells by integration of NKG2D or 2B4 ( 44 , 45 ) . ++++ We found that all these inhibitors significantly inhibited the cytotoxicity , degranulation , and E/NKG2D redirected P815 cells ( Figures 6A – C ) and strongly blocked the induced by NKG2D alone and in combination with 2B4 ( Figure 6D ) .	PMC8529192	
2B4	Protein				Q9BZW8			NKG2D	Protein			uniprot	P26718			positive	I	NONE			cl:CL:0000623					The analysis revealed that NKG2D alone was effective enough to induce degranulation and IFN-γ secretion , while 2B4 alone lacked this ability and led to no further improvement in combination with NKG2D ( Figures 4A , B ) .	PMC8529192	
DAP10	Protein				Q9UBK5			NKG2D	Protein			uniprot	P26718			positive	I	NONE			cl:CL:0001064					DAP10 integration in CAR-T cells enhances the killing of heterogeneous tumors by harnessing endogenous NKG2D .	PMC9218287	
NKG2D	Protein				P26718			DAP10	Protein			uniprot	Q9UBK5			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0001064		uberon:UBERON:0000178			Thus , the NKG2D ( bbz ) CAR-T cells can simultaneously activate 4-1BB and DAP10 costimulatory signaling .	PMC9372572	
DAP10	Protein				Q9UBK5	Other	sl-0487	NKG2D	Protein			uniprot	P26718	Other	sl-0487	positive	I	NONE			cl:CL:0000623 ++++ uaz:UAZ434438C2A02BC2A0542063656C6C73 ++++ uaz:UAZ4344382020C2A0542063656C6C73 ++++ uaz:UAZ434438C2A02BC2A0542063656C6C ++++ cl:CL:0000084					Besides , activation of NKG2D and DAP10 also enhance the inflammatory cytokine production by murine CD8 + T cells as reported previousl , and NKG2D signaling are also able to promote T cell infiltration and accumulation in tumors and live , which are consistent with our in vivo results obtained from lung cancer PDX mouse model .	PMC6287795	
DAP10	Protein				Q9UBK5			NKG2D	Protein			uniprot	P26718			positive	I	NONE			cl:CL:0001064					DAP10 integration in CAR-T cells enhances the killing of heterogeneous tumors by harnessing endogenous NKG2D .	PMC9218287	
NKG2D	Protein				P26718			DAP10	Protein			uniprot	Q9UBK5			positive	I	NONE			cl:CL:0000084 ++++ cl:CL:0001064		uberon:UBERON:0000178			Thus , the NKG2D ( bbz ) CAR-T cells can simultaneously activate 4-1BB and DAP10 costimulatory signaling .	PMC9372572	
